file_path,file_size,sheet_count,max_rows,max_cols,total_cells,non_empty_cells,numeric_cell_count,string_cell_count,formula_count,hyperlink_count,avg_cell_length,entropy_of_text,base64_pattern_count,hex_pattern_count,has_macro,remote_template_present,ocr_extracted_text_length,preview_image_text_entropy,deceptive_keywords_count_ocr,macro_line_count,macro_procedure_count,macro_chr_count,macro_string_function_count,macro_arithmetic_operator_count,macro_concatenation_count,macro_callbyname_count,macro_comment_lines,macro_average_line_length,macro_token_count,macro_count,uses_file_api,uses_network_api,uses_process_api,merged_cells_count,hidden_sheets_count,protected_sheets_count,named_ranges_count,empty_sheet_count,rich_text_formatting_count,macro_count_parentheses,macro_count_assignments,macro_max_line_length,macro_max_string_literals,macro_max_arithmetic_ops,macro_max_concat_ops,macro_vocab_size,preview_image_width,preview_image_height,label
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/96a40d1cf73cca169ce741b21ba1b1855a445896f1c67ff5ddf8ac04b126eb1d.xlsx,94224,1,115,12,1380,11,0,11,0,0,383.545454545454,5.27530756903342,9,0,1,9,0,0,0,11,0,0,0,5,16,0,0,383.545454545454,93,1,0,0,1,0,0,0,0,0,0,8,10,2971,18,2,14,93,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/513582010e478665d077f76937555c6b6f4c296862519ebbb8c80384748641dd.xlsx,337412,1,820,106,86920,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,0,0,14,1,896,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2614.xlsx,744209,4,2787,16,88193,70012,23356,46656,4,0,11.16874250128549,5.749247716868585,0,0,0,1,0,0,0,70012,0,214,0,24645,0,0,0,11.16874250128549,19314,0,1,0,1,0,0,0,0,0,0,8,4,41,0,2,0,19314,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6955.xlsx,512078,3,2303,15,55093,47217,15663,31554,0,0,11.11730944363259,5.74762750780472,0,0,0,1,0,0,0,47217,0,153,0,16851,0,0,0,11.11730944363259,17482,0,1,0,1,0,0,0,0,0,0,2,0,38,0,2,0,17482,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8296e9d0b1d2a34ae0ac67a2f7453aba52d58e9fd9b255640021cf0e2ba83b60.xlsx,102421,5,31,20,1174,64,0,64,53,0,48.5625,5.17855864849818,0,0,0,14,0,0,0,64,0,0,0,67,190,0,0,48.5625,149,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,5,125,149,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/5e95563cac2ca69d4d38c66ac26445a8155c4a6bc6aaeacb6daec078812a4a8e.xlsx,146782,2,38,8,304,55,25,30,0,0,7.14545454545454,4.81041204166287,0,0,0,0,0,0,0,55,0,0,0,1,0,0,0,7.14545454545454,45,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,45,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3160.xlsx,605850,3,2502,20,71466,56696,18924,37772,3,0,11.14099760124171,5.748866945070747,0,0,0,1,0,0,0,56696,0,169,0,19861,0,0,0,11.14099760124171,18426,0,1,0,1,0,0,0,0,0,0,6,3,39,0,2,0,18426,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3490.xlsx,165635,1,1302,14,18228,14486,4841,9645,1,0,11.19984812922822,5.753451430748343,0,0,0,1,0,0,0,14486,0,56,0,5132,0,0,0,11.19984812922822,10696,0,1,0,1,0,0,0,0,0,0,2,1,37,0,2,0,10696,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/37f6430e105f026ab525222766fe10fe5e289577cc04c437d233757d34b69231.xlsx,77378,2,38,8,304,55,25,30,0,0,7.14545454545454,4.81041204166287,0,0,0,0,0,0,0,55,0,0,0,1,0,0,0,7.14545454545454,45,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,45,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3e2c91ad17f86945efe1d4eeb4cf87ecdc3266ae5fd697488336aff6318d1d17.xlsx,145408,1,118,12,1416,13,1,12,0,0,295.692307692307,5.26792618178204,9,0,0,0,0,0,0,13,0,0,0,5,16,0,0,295.692307692307,92,0,0,0,1,0,0,0,0,0,0,8,10,2765,18,2,14,92,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/e61f31a20e0904a3728c313341725569e866946dc93692d78c9069d85897eca4.xls,338944,3,138,135,21346,458,333,125,0,0,3.70960698689956,3.67851725658951,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70960698689956,220,0,1,0,1,0,0,0,0,0,0,0,0,33,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7971.xlsx,144306,1,1445,11,15895,12397,4125,8272,1,0,11.00540453335484,5.748329153685844,0,0,0,1,0,0,0,12397,0,35,0,4363,0,0,0,11.00540453335484,9735,0,1,0,0,0,0,0,0,0,0,2,1,38,0,2,0,9735,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/601641cf64833e9b37fc39a6f309cf40f1bb08ab263a47e659914d9949d82b52.xlsx,59055,6,52,22,1905,84,8,76,0,0,4.97619047619047,5.11332208415298,0,0,0,0,0,0,0,84,0,0,0,12,0,0,0,4.97619047619047,78,0,0,0,1,0,0,0,0,0,0,8,1,51,4,4,0,78,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8623.xlsx,15187,1,382,2,764,649,207,442,0,0,11.57164869029276,5.7580444640213,0,0,0,1,0,0,0,649,0,2,0,235,0,0,0,11.57164869029276,1043,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,1043,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3659.xlsx,659469,4,2974,17,78043,61441,20302,41139,3,0,11.20723946550349,5.754309615444115,0,0,0,1,0,0,0,61441,0,181,0,21900,0,0,0,11.20723946550349,18800,0,1,0,1,0,0,0,0,0,0,6,3,40,0,2,0,18800,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/886fd929d75af22f6e3be608846c72b05946e5f05ec84c9354666aca34a7dbf8.xlsx,70594,5,31,20,1174,64,0,64,53,0,48.640625,5.1735553632946,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,48.640625,157,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,157,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ef96065a26d2bfbeeea27f0bd9879c2fd45f3fa3aaf3351357b7b108a10708e0.xlsx,102421,5,31,20,1174,64,0,64,53,0,48.5625,5.17855864849818,0,0,0,14,0,0,0,64,0,0,0,67,190,0,0,48.5625,149,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,5,125,149,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1469.xlsx,216421,3,942,14,22460,19237,6408,12829,0,0,11.12086084108749,5.75918921124812,0,0,0,1,0,0,0,19237,0,58,0,6727,0,0,0,11.12086084108749,12350,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,12350,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7152.xlsx,89865,1,2544,3,7632,6498,2157,4341,0,0,11.32040627885503,5.746415903231837,0,0,0,1,0,0,0,6498,0,23,0,2312,0,0,0,11.32040627885503,6612,0,1,0,0,0,0,0,0,0,0,0,0,35,0,2,0,6612,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4087.xlsx,515823,3,2332,21,60068,48509,16282,32227,3,0,11.14679750149457,5.751343027385671,0,0,0,1,0,0,0,48509,0,173,0,16993,0,0,0,11.14679750149457,17699,0,1,0,1,0,0,0,0,0,0,6,3,37,0,2,0,17699,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4751.xlsx,852111,4,2916,19,102489,80427,27063,53364,4,0,11.09147425615776,5.745904985921588,0,0,0,1,0,0,0,80427,0,274,0,28431,0,0,0,11.09147425615776,19791,0,1,0,1,0,0,0,0,0,0,8,4,45,0,2,0,19791,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_768.xlsx,104123,3,779,18,9987,8544,2748,5796,0,0,11.0998361423221,5.758712063683932,0,0,0,1,0,0,0,8544,0,32,0,3089,0,0,0,11.0998361423221,7806,0,1,0,0,0,0,0,0,0,0,0,0,35,0,2,0,7806,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/f885843a89d9fcae9182d4b041df46a0980c466a083153808c6133ac1af664f2.xlsx,105965,7,37,20,1383,69,2,67,57,0,53.6666666666666,5.20144058365781,0,0,0,16,0,0,0,69,0,0,0,69,213,0,0,53.6666666666666,165,0,0,0,0,0,6,0,7,1,0,135,67,1897,12,6,138,165,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/629d3d029783f369be14e7e6e4ef3b470148c48b646047f3cd54c7f0e912a4dc.xlsx,70572,5,31,20,1174,64,0,64,53,0,48.171875,5.15693164268334,0,0,0,14,0,0,0,64,0,0,0,70,190,0,0,48.171875,151,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,151,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4047.xlsx,288777,3,1185,19,30323,26043,8638,17405,0,0,11.18027876972699,5.756749580778399,0,0,0,1,0,0,0,26043,0,80,0,9017,0,0,0,11.18027876972699,14168,0,1,0,1,0,0,0,0,0,0,0,0,36,0,2,0,14168,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5709.xlsx,73055,1,1606,5,8030,5473,1834,3639,1,0,11.01589621779646,5.737471452125311,0,0,0,1,0,0,0,5473,0,15,0,1957,0,0,0,11.01589621779646,5773,0,1,0,0,0,0,0,0,0,0,2,1,33,0,2,0,5773,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2732.xlsx,313633,2,1534,21,35777,28880,9630,19250,2,0,11.09619113573407,5.751167090748624,0,0,0,1,0,0,0,28880,0,94,0,10223,0,0,0,11.09619113573407,14754,0,1,0,1,0,0,0,0,0,0,4,2,38,0,2,0,14754,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/6f94a50e5a1425fcd1f77da77b91528733cb5aa4d3b11b98d8375dbad4158941.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ac1d644cb031d93fae197047d9b2225148cf8685502608f596946734339a63e0.xlsx,155136,1,117,12,1404,10,1,9,0,0,413.6,5.24959388303937,12,0,0,0,0,0,0,10,0,0,2,5,16,0,0,413.6,78,0,0,0,1,0,0,0,0,0,0,6,11,3080,14,2,14,78,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2110.xlsx,235832,1,1321,20,26420,21543,7161,14382,1,0,11.09506568258831,5.759345031731783,0,0,0,1,0,0,0,21543,0,57,0,7698,0,0,0,11.09506568258831,12948,0,1,0,1,0,0,0,0,0,0,4,1,35,0,2,0,12948,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_550.xlsx,298341,2,2155,14,34422,26729,8880,17849,2,0,11.14976243031913,5.748804896402806,0,0,0,1,0,0,0,26729,0,83,0,9699,0,0,0,11.14976243031913,14229,0,1,0,1,0,0,0,0,0,0,4,2,40,0,2,0,14229,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1375.xlsx,257005,2,2506,12,30366,22242,7471,14771,2,0,11.05404190270659,5.746179058517198,0,0,0,1,0,0,0,22242,0,82,0,8002,0,0,0,11.05404190270659,13087,0,1,0,1,0,0,0,0,0,0,4,2,39,0,2,0,13087,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1062.xlsx,84780,1,552,15,8280,7095,2359,4736,0,0,11.09316420014094,5.760179124943224,0,0,0,1,0,0,0,7095,0,13,0,2474,0,0,0,11.09316420014094,6939,0,0,0,1,0,0,0,0,0,0,0,0,35,0,2,0,6939,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/461556ef2376a6a8ff6ab44a16ae6b1c27721ecefff526a38e9ea451f9551eba.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/d31a9e13a2911d103c65463dc8cb8d1253493f8ab9cad34adc3cad00f1c7d235.xlsx,937084,1,699,4,2796,1734,442,1292,544,0,8.66320645905421,5.14228601782557,0,0,0,112,0,0,0,1768,0,1,0,748,0,0,0,8.47737556561086,1044,0,0,0,0,0,0,0,0,0,343,102,544,21,0,4,0,1044,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7961.xlsx,508334,2,2993,18,55683,47747,15830,31917,0,0,11.1476113682535,5.748801877166642,0,0,0,1,0,0,0,47747,0,152,0,16849,0,0,0,11.1476113682535,17544,0,1,0,1,0,0,0,0,0,0,0,0,40,0,2,0,17544,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ed1f42dcb5e3d5119f179f54283d79037fd80b6a3cf83ceebd4a06fa618c6845.xls,338432,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7236d51fbae1b0af4d85fd9626b5adeb95374b56d5093cf40056b4ec034e8ee2.xlsx,137728,1,85,10,850,9,0,9,0,0,301.0,4.6596639330922,2,0,0,0,0,0,0,9,0,0,0,8,1,0,0,301.0,35,0,0,0,1,0,0,0,0,0,0,0,0,1515,0,8,1,35,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/406bf9a7eca026da8eceb55fe3081450731fd83078ce7629f0821854f9148ad4.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2369.xlsx,188349,1,1620,12,19440,16695,5538,11157,0,0,11.07415393830488,5.746117877523724,0,0,0,1,0,0,0,16695,0,53,0,6009,0,0,0,11.07415393830488,11408,0,0,0,0,0,0,0,0,0,0,0,0,38,0,2,0,11408,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/d92aa9a6c2ee695e3021384951c2db137690d2d6a94fa54a8f835b2e6d344481.xlsx,67584,1,1,1,1,0,0,0,0,0,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4635.xlsx,297322,1,2117,16,33872,27174,9053,18121,1,0,11.13575476558475,5.760711579889739,0,0,0,1,0,0,0,27174,0,88,0,9648,0,0,0,11.13575476558475,14386,0,1,0,1,0,0,0,0,0,0,2,1,36,0,2,0,14386,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3070bcc90d44d02a9d88ff847952df1066dea2be54a1191f890b10f473eb1287.xlsx,104854,7,35,20,1296,67,2,65,55,0,50.776119402985,5.16650490197414,0,0,0,16,0,0,0,67,0,0,0,73,209,0,0,50.776119402985,158,0,0,0,0,0,6,0,7,2,0,129,64,1688,12,7,133,158,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4419.xlsx,612012,4,2804,17,72506,56882,18986,37896,3,0,11.13665131324496,5.747688782323024,0,0,0,1,0,0,0,56882,0,190,0,20085,0,0,0,11.13665131324496,18429,0,1,0,1,0,0,0,0,0,0,6,3,38,0,2,0,18429,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/02b1c7c9331614a4a4d3e61a84df50d465364d49ad6ba556917163c174e1a8c0.xlsx,147456,1,82,14,1148,8,0,8,0,0,479.375,4.98447491129189,12,0,0,0,0,0,0,8,0,0,0,2,16,0,0,479.375,40,0,0,0,1,0,0,0,0,0,0,0,7,3488,0,1,14,40,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8fe0f4dbaa8421f60a885e86031a02f2a6184aca4091768aa0ceea50ba920b30.xlsx,376648,22,172,28,19744,5529,3494,2025,1133,10,17.311448724905,5.33210401744295,0,0,0,66,0,0,0,5530,0,0,1,2916,76,0,0,17.308137432188,4050,0,0,0,1,20,2,0,703,0,1941,2821,1152,1101,8,13,2,4050,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/a07111b0e2baa3dce0e4b5ec4030c3c36ff02c01d7bca655d683d6e55c02e725.xlsx,148268,10,37,20,1782,83,3,80,67,0,44.5662650602409,5.00593959494917,0,0,0,20,0,0,0,83,0,0,0,71,239,0,0,44.5662650602409,186,0,0,0,0,0,9,0,8,1,0,160,81,1848,12,6,158,186,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3446.xlsx,372680,2,1445,20,40375,34713,11555,23158,0,0,11.14288595050846,5.754411632547205,0,0,0,1,0,0,0,34713,0,131,0,12006,0,0,0,11.14288595050846,15865,0,1,0,1,0,0,0,0,0,0,0,0,38,0,2,0,15865,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_229.xlsx,387911,1,2786,15,41790,35804,11935,23869,0,0,11.18112501396492,5.747168173245799,0,0,0,1,0,0,0,35804,0,142,0,12648,0,0,0,11.18112501396492,16010,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,16010,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ddabae60fddc1b263d63c08925f366a08a769a5387cd98d8994e77e978a9a802.xlsx,90624,1,131,18,2358,26,0,26,0,0,92.2692307692307,5.24435924441829,4,0,0,0,0,0,0,26,0,0,0,21,1,0,0,92.2692307692307,141,0,0,0,0,0,0,0,0,0,0,24,9,2113,54,21,1,141,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5007.xlsx,479438,2,2786,17,51906,44596,14716,29880,0,0,11.1348551439591,5.750739797338272,0,0,0,1,0,0,0,44596,0,175,0,15693,0,0,0,11.1348551439591,17239,0,1,0,1,0,0,0,0,0,0,0,0,40,0,2,0,17239,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8c2de65fbc7be14a45bf3671f9892544dc389fda8c2f9e7724a73561be02dec6.xlsx,123904,1,107,17,1819,14,0,14,0,0,327.642857142857,5.3343586736262,13,0,0,0,0,0,0,14,0,0,0,5,16,0,0,327.642857142857,92,0,0,0,1,0,0,0,0,0,0,8,12,3122,18,2,14,92,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ca9324be6045bb3e75165dd354d5d3f6391ba865f0a94ac06a731e4add61d6b8.xlsx,108032,4,46,20,1502,102,12,90,0,0,8.05882352941176,4.95034803186983,0,0,0,0,0,0,0,102,0,0,0,24,48,0,0,8.05882352941176,77,0,0,0,0,0,0,0,0,0,0,12,1,89,22,4,9,77,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/96ceca22081fe360458215d438832cdba167f86d0dd42e1a6bc2528202f46ebf.xlsx,77572,2,38,8,304,55,25,30,0,0,7.14545454545454,4.81041204166287,0,0,0,0,0,0,0,55,0,0,0,1,0,0,0,7.14545454545454,45,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,45,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/4654fe41f55974e5f90046de700d4696efeedfed1dee34ac4c448f4c022f96e0.xlsx,153758,2,5236,52,273766,5117,5077,40,40,0,2.4391244870041,3.40866915486203,0,0,0,10,0,0,0,5117,0,0,0,33,91,0,0,2.4391244870041,200,0,0,0,0,0,1,1,1,0,0,82,40,400,66,1,48,200,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/1325d87009ce8c9cfde323f9a75a56fdd2b8faeb84539c5ebd730b857ee03801.xlsx,69885,1,93,5,465,447,176,270,88,0,13.1565995525727,5.27382148033313,0,0,0,11,0,0,0,447,0,0,0,98,1,0,0,13.1565995525727,208,0,0,0,0,0,0,0,0,0,6,0,88,42,0,2,1,208,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ef2ce641a4e9f270eea626e8e4800b0b97b4a436c40e7af30aeb6f02566b809c.xls,221696,6,50,22,2849,100,9,91,0,0,5.27,5.16617766486884,0,0,0,0,0,0,0,100,0,0,0,48,1,0,0,5.27,80,0,0,0,0,0,0,0,0,0,0,6,1,46,3,7,1,80,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/1b6a1953c71df8efad74abf14496d5eb09478846756478a78c38354972242ceb.xlsx,145408,1,118,13,1534,13,1,12,0,0,295.692307692307,5.26809973327927,9,0,0,0,0,0,0,13,0,0,0,5,16,0,0,295.692307692307,91,0,0,0,1,0,0,0,0,0,0,8,10,2765,18,2,14,91,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7c996f44dc7e28814e78d25bd601f86a37642e0f44610a2ef3f4dac4dab74446.xlsx,70572,5,31,20,1174,64,0,64,53,0,48.171875,5.15693164268334,0,0,0,14,0,0,0,64,0,0,0,70,190,0,0,48.171875,151,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,6,125,151,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/ee6eaa829ef89396356f2d6652c0bba611d42f04e1e5a3b8edadc35c5449d217.xlsx,186718,11,22,11,1506,49,0,49,28,0,19.0408163265306,5.4390999841514,0,0,0,19,0,0,0,49,0,0,0,6,32,0,0,19.0408163265306,97,0,0,0,0,0,10,0,2,1,0,54,32,47,4,2,2,97,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/b6d4168826d72185a4650743b8a7ca63b85d290d8ff48648d0de985d67bc0a1d.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2975.xlsx,135301,2,717,20,13712,11724,3878,7846,0,0,11.18671102012965,5.757039557023007,0,0,0,1,0,0,0,11724,0,35,0,4065,0,0,0,11.18671102012965,9458,0,1,0,1,0,0,0,0,0,0,0,0,38,0,2,0,9458,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2795.xlsx,611750,3,2644,15,71632,57350,19000,38350,2,0,11.17468177855275,5.751042632565302,0,0,0,1,0,0,0,57350,0,181,0,20026,0,0,0,11.17468177855275,18520,0,1,0,1,0,0,0,0,0,0,4,2,38,0,2,0,18520,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7740.xlsx,458568,3,2319,13,53728,41937,13858,28079,3,0,11.14707775949639,5.752991057684206,0,0,0,1,0,0,0,41937,0,123,0,14701,0,0,0,11.14707775949639,16929,0,1,0,1,0,0,0,0,0,0,6,3,38,0,2,0,16929,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/104bdccfd454b4aa89c0f3566057b9666347ce6c9df80ba6ed9e54f375efc315.xlsx,102383,5,31,20,1174,64,0,64,53,0,47.9375,5.14117217816086,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,47.9375,152,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,152,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2443.xlsx,195322,2,1180,16,22108,17004,5765,11239,2,0,11.15866854857681,5.752636760543615,0,0,0,1,0,0,0,17004,0,62,0,6004,0,0,0,11.15866854857681,11672,0,1,0,1,0,0,0,0,0,0,4,2,35,0,2,0,11672,0,0,0
